Step,Time (s),Particle Count,Err,M0 (m-3),Err,Equiv. Sphere Diameter (m),Err,Collision Diameter (m),Err,Mobility Diameter (m),Err,Surface Area (m2/m3),Err,Avg. Surface Area (m2),Err,Fv (-),Err,Avg. Volume (m3),Err,Mass (kg/m3),Err,Avg. Mass (kg),Err,Mass2 (kg2/m6),Err,Mass3 (kg3/m9),Err,Avg num coags (-),Err,Max num coags (-),Err,aluminum,Err,Avg. aluminum,Err
14,1.4e-05,1,0,10261741937777.8,0,9.85323788418503e-06,0,9.85323788418503e-06,0,9.85323788418503e-06,0,3129.88872392378,0,3.05005596798467e-10,0,0.00513992657973536,0,5.00882463318738e-16,0,12.2176054800309,0,1.19059761530864e-12,0,1.45462519493066e-11,0,1.73187328825231e-23,0,0,0,0,0,2.7250426864825e+20,0,26555361682313,0
15,1.5e-05,1,0,10261741937777.8,0,9.85323788418503e-06,0,9.85323788418503e-06,0,9.85323788418503e-06,0,3129.88872392378,0,3.05005596798467e-10,0,0.00513992657973536,0,5.00882463318738e-16,0,12.2176054800309,0,1.19059761530864e-12,0,1.45462519493066e-11,0,1.73187328825231e-23,0,0,0,0,0,2.7250426864825e+20,0,26555361682313,0
16,1.6e-05,1,0,10317427136075.9,0,9.82335418898213e-06,0,9.82335418898213e-06,0,9.82335418898213e-06,0,3127.81378612748,0,3.03158311163717e-10,0,0.00512094065261382,0,4.96338921038553e-16,0,12.172475931263,0,1.17979761530864e-12,0,1.4361058076106e-11,0,1.69431420714987e-23,0,0,0,0,0,2.71497688864549e+20,0,26314476010713,0
17,1.7e-05,1,0,10374189568923.5,0,9.79328756027404e-06,0,9.79328756027404e-06,0,9.79328756027404e-06,0,3125.79913103398,0,3.01305380074941e-10,0,0.00510197848835983,0,4.91795378758368e-16,0,12.1274028668313,0,1.16899761530864e-12,0,1.4176905031213e-11,0,1.65727681739451e-23,0,0,0,0,0,2.7049236892041e+20,0,26073590339113,0
18,1.8e-05,1,0,10374189568923.5,0,9.79328756027404e-06,0,9.79328756027404e-06,0,9.79328756027404e-06,0,3125.79913103398,0,3.01305380074941e-10,0,0.00510197848835983,0,4.91795378758368e-16,0,12.1274028668313,0,1.16899761530864e-12,0,1.4176905031213e-11,0,1.65727681739451e-23,0,0,0,0,0,2.7049236892041e+20,0,26073590339113,0
19,1.9e-05,1,0,10432043760865.5,0,9.76303517251333e-06,0,9.76303517251333e-06,0,9.76303517251333e-06,0,3123.84143189364,0,2.99446733880885e-10,0,0.00508303248070248,0,4.87251836478183e-16,0,12.0823682066298,0,1.15819761530864e-12,0,1.39937700441996e-11,0,1.62075510943694e-23,0,0,0,0,0,2.6948790555301e+20,0,25832704667513,0
20,2e-05,1,0,10549965203624.2,0,9.70196146279279e-06,0,9.70196146279279e-06,0,9.70196146279279e-06,0,3119.7514151056,0,2.9571200993477e-10,0,0.00504462149433253,0,4.78164751917813e-16,0,11.9910652920284,0,1.13659761530864e-12,0,1.36290162159297e-11,0,1.54907073300285e-23,0,0,0,0,0,2.674514644509e+20,0,25350933324313,0
21,2.1e-05,1,0,10549965203624.2,0,9.70196146279279e-06,0,9.70196146279279e-06,0,9.70196146279279e-06,0,3119.7514151056,0,2.9571200993477e-10,0,0.00504462149433253,0,4.78164751917813e-16,0,11.9910652920284,0,1.13659761530864e-12,0,1.36290162159297e-11,0,1.54907073300285e-23,0,0,0,0,0,2.674514644509e+20,0,25350933324313,0
22,2.2e-05,1,0,10549965203624.2,0,9.70196146279279e-06,0,9.70196146279279e-06,0,9.70196146279279e-06,0,3119.7514151056,0,2.9571200993477e-10,0,0.00504462149433253,0,4.78164751917813e-16,0,11.9910652920284,0,1.13659761530864e-12,0,1.36290162159297e-11,0,1.54907073300285e-23,0,0,0,0,0,2.674514644509e+20,0,25350933324313,0
23,2.3e-05,1,0,10611190794985.8,0,9.67113412745708e-06,0,9.67113412745708e-06,0,9.67113412745708e-06,0,3117.94757806919,0,2.93835785097987e-10,0,0.00502568502001684,0,4.73621209637628e-16,0,11.94605329258,0,1.12579761530864e-12,0,1.34488383091365e-11,0,1.51406700970974e-23,0,0,0,0,0,2.66447506514123e+20,0,25110047652713,0
24,2.4e-05,1,0,10611190794985.8,0,9.67113412745708e-06,0,9.67113412745708e-06,0,9.67113412745708e-06,0,3117.94757806919,0,2.93835785097987e-10,0,0.00502568502001684,0,4.73621209637628e-16,0,11.94605329258,0,1.12579761530864e-12,0,1.34488383091365e-11,0,1.51406700970974e-23,0,0,0,0,0,2.66447506514123e+20,0,25110047652713,0
25,2.5e-05,1,0,10735947331025.3,0,9.60888288025842e-06,0,9.60888288025842e-06,0,9.60888288025842e-06,0,3114.12502709785,0,2.9006522955813e-10,0,0.00498721390029337,0,4.64534125077257e-16,0,11.8546074409973,0,1.10419761530864e-12,0,1.30898292667693e-11,0,1.44537582611639e-23,0,0,0,0,0,2.6440787731287e+20,0,24628276309513,0
26,2.6e-05,1,0,10800685741990.3,0,9.57745247761017e-06,0,9.57745247761017e-06,0,9.57745247761017e-06,0,3112.44162008119,0,2.88170741602157e-10,0,0.00496821372906616,0,4.59990582797072e-16,0,11.8094440339903,0,1.09339761530864e-12,0,1.29124179448858e-11,0,1.41184069888066e-23,0,0,0,0,0,2.63400542347255e+20,0,24387390637913,0
27,2.7e-05,1,0,10800685741990.3,0,9.57745247761017e-06,0,9.57745247761017e-06,0,9.57745247761017e-06,0,3112.44162008119,0,2.88170741602157e-10,0,0.00496821372906616,0,4.59990582797072e-16,0,11.8094440339903,0,1.09339761530864e-12,0,1.29124179448858e-11,0,1.41184069888066e-23,0,0,0,0,0,2.63400542347255e+20,0,24387390637913,0
28,2.8e-05,1,0,10800685741990.3,0,9.57745247761017e-06,0,9.57745247761017e-06,0,9.57745247761017e-06,0,3112.44162008119,0,2.88170741602157e-10,0,0.00496821372906616,0,4.59990582797072e-16,0,11.8094440339903,0,1.09339761530864e-12,0,1.29124179448858e-11,0,1.41184069888066e-23,0,0,0,0,0,2.63400542347255e+20,0,24387390637913,0
29,2.9e-05,1,0,10800685741990.3,0,9.57745247761017e-06,0,9.57745247761017e-06,0,9.57745247761017e-06,0,3112.44162008119,0,2.88170741602157e-10,0,0.00496821372906616,0,4.59990582797072e-16,0,11.8094440339903,0,1.09339761530864e-12,0,1.29124179448858e-11,0,1.41184069888066e-23,0,0,0,0,0,2.63400542347255e+20,0,24387390637913,0
30,3e-05,1,0,10866625367496.4,0,9.54581441897519e-06,0,9.54581441897519e-06,0,9.54581441897519e-06,0,3110.78890552818,0,2.86270005666431e-10,0,0.00494917236403198,0,4.55447040516887e-16,0,11.764182709304,0,1.08259761530864e-12,0,1.27358761471477e-11,0,1.37878291457683e-23,0,0,0,0,0,2.62391023403315e+20,0,24146504966313,0
31,3.1e-05,1,0,10933782814727.7,0,9.5139652401032e-06,0,9.5139652401032e-06,0,9.5139652401032e-06,0,3109.16261015349,0,2.84362938503357e-10,0,0.00493008092012107,0,4.50903498236702e-16,0,11.7188023471278,0,1.07179761530864e-12,0,1.25601844099249e-11,0,1.34619756983942e-23,0,0,0,0,0,2.61378849419957e+20,0,23905619294713,0
32,3.2e-05,1,0,11002174966122,0,9.48190138333938e-06,0,9.48190138333938e-06,0,9.48190138333938e-06,0,3107.55832194676,0,2.82449454904651e-10,0,0.00491093033330412,0,4.46359955956517e-16,0,11.6732814022639,0,1.06099761530864e-12,0,1.23853237306287e-11,0,1.31407989430226e-23,0,0,0,0,0,2.6036353984816e+20,0,23664733623113,0
33,3.3e-05,1,0,11071818983082.9,0,9.44961919412613e-06,0,9.44961919412613e-06,0,9.44961919412613e-06,0,3105.97148507186,0,2.80529467634688e-10,0,0.0048917113559792,0,4.41816413676332e-16,0,11.6275978931626,0,1.05019761530864e-12,0,1.22112755791671e-11,0,1.28242524931179e-23,0,0,0,0,0,2.59344604406408e+20,0,23423847951513,0
34,3.4e-05,1,0,11142732309690.1,0,9.41711491733639e-06,0,9.41711491733639e-06,0,9.41711491733639e-06,0,3104.39739456912,0,2.78602887360888e-10,0,0.00487241455225681,0,4.37272871396147e-16,0,11.5817293907144,0,1.03939761530864e-12,0,1.20380219098586e-11,0,1.25122912661402e-23,0,0,0,0,0,2.58321542830714e+20,0,23182962279913,0
35,3.5e-05,1,0,11214932676402.4,0,9.38438469342852e-06,0,9.38438469342852e-06,0,9.38438469342852e-06,0,3102.83119085104,0,2.76669622580953e-10,0,0.00485303029314027,0,4.32729329115962e-16,0,11.5356530067944,0,1.02859761530864e-12,0,1.18655451738167e-11,0,1.22048714701248e-23,0,0,0,0,0,2.57293844619096e+20,0,22942076608313,0
36,3.6e-05,1,0,11214932676402.4,0,9.38438469342852e-06,0,9.38438469342852e-06,0,9.38438469342852e-06,0,3102.83119085104,0,2.76669622580953e-10,0,0.00485303029314027,0,4.32729329115962e-16,0,11.5356530067944,0,1.02859761530864e-12,0,1.18655451738167e-11,0,1.22048714701248e-23,0,0,0,0,0,2.57293844619096e+20,0,22942076608313,0
37,3.7e-05,1,0,11214932676402.4,0,9.38438469342852e-06,0,9.38438469342852e-06,0,9.38438469342852e-06,0,3102.83119085104,0,2.76669622580953e-10,0,0.00485303029314027,0,4.32729329115962e-16,0,11.5356530067944,0,1.02859761530864e-12,0,1.18655451738167e-11,0,1.22048714701248e-23,0,0,0,0,0,2.57293844619096e+20,0,22942076608313,0
38,3.8e-05,1,0,11214932676402.4,0,9.38438469342852e-06,0,9.38438469342852e-06,0,9.38438469342852e-06,0,3102.83119085104,0,2.76669622580953e-10,0,0.00485303029314027,0,4.32729329115962e-16,0,11.5356530067944,0,1.02859761530864e-12,0,1.18655451738167e-11,0,1.22048714701248e-23,0,0,0,0,0,2.57293844619096e+20,0,22942076608313,0
39,3.9e-05,1,0,11288438103743.3,0,9.35142455441208e-06,0,9.35142455441208e-06,0,9.35142455441208e-06,0,3101.26785398143,0,2.74729579546795e-10,0,0.0048335487515983,0,4.28185786835777e-16,0,11.4893453825492,0,1.01779761530864e-12,0,1.16938283318159e-11,0,1.19019505899508e-23,0,0,0,0,0,2.56260988770344e+20,0,22701190936713,0
40,4e-05,1,0,11288438103743.3,0,9.35142455441208e-06,0,9.35142455441208e-06,0,9.35142455441208e-06,0,3101.26785398143,0,2.74729579546795e-10,0,0.0048335487515983,0,4.28185786835777e-16,0,11.4893453825492,0,1.01779761530864e-12,0,1.16938283318159e-11,0,1.19019505899508e-23,0,0,0,0,0,2.56260988770344e+20,0,22701190936713,0
41,4.1e-05,1,0,11288438103743.3,0,9.35142455441208e-06,0,9.35142455441208e-06,0,9.35142455441208e-06,0,3101.26785398143,0,2.74729579546795e-10,0,0.0048335487515983,0,4.28185786835777e-16,0,11.4893453825492,0,1.01779761530864e-12,0,1.16938283318159e-11,0,1.19019505899508e-23,0,0,0,0,0,2.56260988770344e+20,0,22701190936713,0
42,4.2e-05,1,0,11438095708185.5,0,9.28479809122678e-06,0,9.28479809122678e-06,0,9.28479809122678e-06,0,3097.76541481845,0,2.70828772013297e-10,0,0.00479369106780245,0,4.19098702275406e-16,0,11.3946036681664,0,9.96197615308641e-13,0,1.13512770016145e-11,0,1.13081150797162e-23,0,0,0,0,0,2.54147847890934e+20,0,22219419593513,0
43,4.3e-05,1,0,11593178200676.9,0,9.21720144853858e-06,0,9.21720144853858e-06,0,9.21720144853858e-06,0,3094.21539823415,0,2.66899666741384e-10,0,0.00475333774851823,0,4.10011617715036e-16,0,11.2986838282278,0,9.74597615308641e-13,0,1.10116703151172e-11,0,1.07319476296781e-23,0,0,0,0,0,2.52008429829511e+20,0,21737648250313,0
44,4.4e-05,1,0,11593178200676.9,0,9.21720144853858e-06,0,9.21720144853858e-06,0,9.21720144853858e-06,0,3094.21539823415,0,2.66899666741384e-10,0,0.00475333774851823,0,4.10011617715036e-16,0,11.2986838282278,0,9.74597615308641e-13,0,1.10116703151172e-11,0,1.07319476296781e-23,0,0,0,0,0,2.52008429829511e+20,0,21737648250313,0
45,4.5e-05,1,0,11593178200676.9,0,9.21720144853858e-06,0,9.21720144853858e-06,0,9.21720144853858e-06,0,3094.21539823415,0,2.66899666741384e-10,0,0.00475333774851823,0,4.10011617715036e-16,0,11.2986838282278,0,9.74597615308641e-13,0,1.10116703151172e-11,0,1.07319476296781e-23,0,0,0,0,0,2.52008429829511e+20,0,21737648250313,0
46,4.6e-05,1,0,11593178200676.9,0,9.21720144853858e-06,0,9.21720144853858e-06,0,9.21720144853858e-06,0,3094.21539823415,0,2.66899666741384e-10,0,0.00475333774851823,0,4.10011617715036e-16,0,11.2986838282278,0,9.74597615308641e-13,0,1.10116703151172e-11,0,1.07319476296781e-23,0,0,0,0,0,2.52008429829511e+20,0,21737648250313,0
47,4.7e-05,1,0,11753842293575.6,0,9.14859851758661e-06,0,9.14859851758661e-06,0,9.14859851758661e-06,0,3090.57203345069,0,2.62941424281311e-10,0,0.00471240373432538,0,4.00924533154666e-16,0,11.2013836764914,0,9.52997615308641e-13,0,1.06748919318535e-11,0,1.01731465547338e-23,0,0,0,0,0,2.49838224977863e+20,0,21255876907113,0
48,4.8e-05,1,0,11837046092310,0,9.11390781361279e-06,0,9.11390781361279e-06,0,9.11390781361279e-06,0,3088.89022436539,0,2.60951102181827e-10,0,0.00469198005909673,0,3.96380990874481e-16,0,11.1528366004729,0,9.42197615308641e-13,0,1.05081760488925e-11,0,9.90077841450992e-24,0,0,0,0,0,2.48755419884258e+20,0,21014991235513,0
49,4.9e-05,1,0,11921711516870.2,0,9.07895099009735e-06,0,9.07895099009735e-06,0,9.07895099009735e-06,0,3087.16487716997,0,2.58953160609647e-10,0,0.00467137302364766,0,3.91837448594296e-16,0,11.1038536772105,0,9.31397615308641e-13,0,1.03421028356899e-11,0,9.63260991843833e-24,0,0,0,0,0,2.47662893553979e+20,0,20774105563913,0
50,5e-05,1,0,11921711516870.2,0,9.07895099009735e-06,0,9.07895099009735e-06,0,9.07895099009735e-06,0,3087.16487716997,0,2.58953160609647e-10,0,0.00467137302364766,0,3.91837448594296e-16,0,11.1038536772105,0,9.31397615308641e-13,0,1.03421028356899e-11,0,9.63260991843833e-24,0,0,0,0,0,2.47662893553979e+20,0,20774105563913,0
51,5.1e-05,1,0,11921711516870.2,0,9.07895099009735e-06,0,9.07895099009735e-06,0,9.07895099009735e-06,0,3087.16487716997,0,2.58953160609647e-10,0,0.00467137302364766,0,3.91837448594296e-16,0,11.1038536772105,0,9.31397615308641e-13,0,1.03421028356899e-11,0,9.63260991843833e-24,0,0,0,0,0,2.47662893553979e+20,0,20774105563913,0
52,5.19999999999999e-05,1,0,12007859392690.8,0,9.04372288390757e-06,0,9.04372288390757e-06,0,9.04372288390757e-06,0,3085.38922951401,0,2.56947481529646e-10,0,0.00465057077066581,0,3.87293906314111e-16,0,11.0544067218726,0,9.20597615308641e-13,0,1.01766604668078e-11,0,9.36860935754894e-24,0,0,0,0,0,2.46560017346097e+20,0,20533219892313,0
53,5.29999999999999e-05,1,0,12097859083701.1,0,9.00821816974401e-06,0,9.00821816974401e-06,0,9.00821816974401e-06,0,3084.15492616134,0,2.54933943669131e-10,0,0.00463045996831773,0,3.82750364033926e-16,0,11.0066033446912,0,9.09797615308641e-13,0,1.00137814756482e-11,0,9.11051450676658e-24,0,0,0,0,0,2.45493799881551e+20,0,20292334220713,0
54,5.39999999999999e-05,1,0,12097859083701.1,0,9.00821816974401e-06,0,9.00821816974401e-06,0,9.00821816974401e-06,0,3084.15492616134,0,2.54933943669131e-10,0,0.00463045996831773,0,3.82750364033926e-16,0,11.0066033446912,0,9.09797615308641e-13,0,1.00137814756482e-11,0,9.11051450676658e-24,0,0,0,0,0,2.45493799881551e+20,0,20292334220713,0
55,5.49999999999999e-05,1,0,12189377475251.7,0,8.97243135305346e-06,0,8.97243135305346e-06,0,8.97243135305346e-06,0,3082.84498468547,0,2.52912422389463e-10,0,0.00461010571407159,0,3.7820682175374e-16,0,10.9582212823482,0,8.98997615308641e-13,0,9.8514148008554e-12,0,8.85639841338525e-24,0,0,0,0,0,2.44414675290727e+20,0,20051448549113,0
56,5.59999999999999e-05,1,0,12468553676468.7,0,8.86332064325962e-06,0,8.86332064325962e-06,0,8.86332064325962e-06,0,3077.22231795897,0,2.4679865827313e-10,0,0.00454573785543776,0,3.64576194913185e-16,0,10.8052188823756,0,8.66597615308641e-13,0,9.36377691635455e-12,0,8.11462674599495e-24,0,0,0,0,0,2.41002074746855e+20,0,19328791534313,0
57,5.69999999999999e-05,1,0,12566407589105,0,8.82634681467452e-06,0,8.82634681467452e-06,0,8.82634681467452e-06,0,3075.55141047114,0,2.44743884731037e-10,0,0.00452431705837294,0,3.60032652633e-16,0,10.7543016477525,0,8.55797615308641e-13,0,9.20350570445635e-12,0,7.87633823435322e-24,0,0,0,0,0,2.39866405093319e+20,0,19087905862713,0
58,5.79999999999999e-05,1,0,12864865607156.3,0,8.71352401381965e-06,0,8.71352401381965e-06,0,8.71352401381965e-06,0,3068.6177387673,0,2.38526995343062e-10,0,0.00445641550786651,0,3.46402025792445e-16,0,10.5928996621987,0,8.23397615308641e-13,0,8.72216832105811e-12,0,7.18181259587982e-24,0,0,0,0,0,2.36266458270384e+20,0,18365248847913,0
59,5.89999999999999e-05,1,0,13074003657472.2,0,8.63665458612277e-06,0,8.63665458612277e-06,0,8.63665458612277e-06,0,3063.72356074063,0,2.34337058563511e-10,0,0.00441005677538817,0,3.37314941232074e-16,0,10.4827049550977,0,8.01797615308641e-13,0,8.40500783498139e-12,0,6.73911523873852e-24,0,0,0,0,0,2.3380865030494e+20,0,17883477504713,0
60,5.99999999999999e-05,1,0,13290141158256.7,0,8.5583919124732e-06,0,8.5583919124732e-06,0,8.5583919124732e-06,0,3058.18537254001,0,2.3010932210002e-10,0,0.00436219454723898,0,3.28227856671704e-16,0,10.3689364387871,0,7.80197615308641e-13,0,8.08981948282854e-12,0,6.31165786878021e-24,0,0,0,0,0,2.31271131281012e+20,0,17401706161513,0
61,6.09999999999999e-05,1,0,13401812153265.4,0,8.51871801531798e-06,0,8.51871801531798e-06,0,8.51871801531798e-06,0,3055.35645083185,0,2.27980844373154e-10,0,0.00433795637843365,0,3.23684314391519e-16,0,10.3113223115368,0,7.69397615308641e-13,0,7.93350679717519e-12,0,6.10402121078149e-24,0,0,0,0,0,2.29986092601723e+20,0,17160820489913,0
62,6.19999999999999e-05,1,0,13855824102272.9,0,8.35620148661255e-06,0,8.35620148661255e-06,0,8.35620148661255e-06,0,3039.48525275652,0,2.19365173108537e-10,0,0.00423309483433174,0,3.05510145270779e-16,0,10.0620664212065,0,7.26197615308641e-13,0,7.30704864015734e-12,0,5.3063612974265e-24,0,0,0,0,0,2.24426632181125e+20,0,16197277803513,0
63,6.29999999999999e-05,1,0,13977032409096.5,0,8.31456998334281e-06,0,8.31456998334281e-06,0,8.31456998334281e-06,0,3035.59920962881,0,2.17184815830661e-10,0,0.00420661996405522,0,3.00966602990594e-16,0,9.99913565455926,0,7.15397615308641e-13,0,7.1533578024193e-12,0,5.11749511330023e-24,0,0,0,0,0,2.23023009960001e+20,0,15956392131913,0
64,6.39999999999999e-05,1,0,14100211569895.5,0,8.27251734978253e-06,0,8.27251734978253e-06,0,8.27251734978253e-06,0,3031.45325086325,0,2.14993458490759e-10,0,0.00417962787021274,0,2.96423060710408e-16,0,9.93497544749568,0,7.04597615308641e-13,0,7.00016000845535e-12,0,4.93229604873656e-24,0,0,0,0,0,2.21591966018473e+20,0,15715506460313,0
65,6.49999999999999e-05,1,0,14225389331603.3,0,8.23003277152735e-06,0,8.23003277152735e-06,0,8.23003277152735e-06,0,3027.03305283963,0,2.12790875685543e-10,0,0.0041520997875908,0,2.91879518430223e-16,0,9.86954119510333,0,6.93797615308641e-13,0,6.84746414535308e-12,0,4.75075429495739e-24,0,0,0,0,0,2.20132505478364e+20,0,15474620788713,0
66,6.59999999999999e-05,1,0,14352593725748.3,0,8.18710498287419e-06,0,8.18710498287419e-06,0,8.18710498287419e-06,0,3022.32374362111,0,2.10576833802458e-10,0,0.00412401652847281,0,2.87335976150038e-16,0,9.80278728817988,0,6.82997615308641e-13,0,6.69528034120472e-12,0,4.57286050686564e-24,0,0,0,0,0,2.18643611061588e+20,0,15233735117113,0
67,6.69999999999999e-05,1,0,14740371717501.3,0,8.055542361475e-06,0,8.055542361475e-06,0,8.055542361475e-06,0,3005.02354992086,0,2.03863485094679e-10,0,0.00403451858989032,0,2.73705349309483e-16,0,9.59005068816929,0,6.50597615308641e-13,0,6.23926410841193e-12,0,4.0592503502136e-24,0,0,0,0,0,2.13898685249787e+20,0,14511078102313,0
68,6.79999999999999e-05,1,0,15147361649051.7,0,7.91953602030151e-06,0,7.91953602030151e-06,0,7.91953602030151e-06,0,2984.60143915759,0,1.97037709160687e-10,0,0.0039394458770136,0,2.60074722468928e-16,0,9.36406284966133,0,6.18197615308641e-13,0,5.78884132326087e-12,0,3.57864790143999e-24,0,0,0,0,0,2.0885820078197e+20,0,13788421087513,0
69,6.89999999999999e-05,1,0,15147361649051.7,0,7.91953602030151e-06,0,7.91953602030151e-06,0,7.91953602030151e-06,0,2984.60143915759,0,1.97037709160687e-10,0,0.0039394458770136,0,2.60074722468928e-16,0,9.36406284966133,0,6.18197615308641e-13,0,5.78884132326087e-12,0,3.57864790143999e-24,0,0,0,0,0,2.0885820078197e+20,0,13788421087513,0
70,6.99999999999999e-05,1,0,15432051637636.4,0,7.8262034606204e-06,0,7.8262034606204e-06,0,7.8262034606204e-06,0,2969.44857791586,0,1.92420855479373e-10,0,0.00387325418861325,0,2.50987637908557e-16,0,9.2067252063337,0,5.96597615308641e-13,0,5.49271030290064e-12,0,3.27693786829173e-24,0,0,0,0,0,2.0534890597818e+20,0,13306649744313,0
71,7.09999999999999e-05,1,0,15853404433605,0,7.44162057106442e-06,0,7.44162057106442e-06,0,7.44162057106442e-06,0,2758.08379801105,0,1.73974228031719e-10,0,0.00342077127830013,0,2.15775185237123e-16,0,8.13117332851942,0,5.12897615308641e-13,0,4.17045940985883e-12,0,2.13901868605808e-24,0,0,0,0,0,1.81359550753371e+20,0,11439785789413,0
